COD_ACTE,DT_MODIF,NOM_LONG
EQLA665,2025-07-17,"Pose d'un dispositif d'assistance circulatoire m‚canique temporaire, monoventriculaire interne par abord vasculaire"
EQLF004,2025-07-17,"Pose de dispositif de mesure des pressions du coeur droit et du d‚bit cardiaque, par voie veineuse transcutan‚e"
FEJF003,2025-07-17,Saign‚e th‚rapeutique
FEJF006,2025-07-17,"Saign‚e th‚rapeutique, avec transfusion de concentr‚ de globules rouges"
FEJF008,2025-07-17,"Saign‚e th‚rapeutique avec transfusion de concentr‚ de globules rouges, chez le nouveau-n‚"
FELF002,2025-07-17,"Transfusion de produit sanguin labile non ‚rythrocytaire, chez le nouveau-n‚"
FELF006,2025-07-17,Transfusion de produit sanguin labile non ‚rythrocytaire
FELF007,2025-07-17,"Transfusion de concentr‚ de globules rouges d'un volume inf‚rieur … 40 ml/kg, chez le nouveau-n‚"
HBLD045,2025-01-31,Application de vernis fluor‚ sur les deux arcades dentaires
ADGA144,2025-01-09,Ablation ou changement d'une ‚lectrode de d‚tection respiratoire d'un systŠme de stimulation du nerf hypoglosse
AAQP005,2025-01-09,Surveillance ‚lectrocorticographique perop‚ratoire de l'activit‚ enc‚phalique spontan‚e et/ou provoqu‚e
AGQP004,2025-01-09,"Surveillance perop‚ratoire des potentiels ‚voqu‚s moteurs, sensoriels ou somesth‚siques, pendant plus de 4 heures"
ADKA665,2025-01-09,Ablation ou changement d'un g‚n‚rateur de stimulation du nerf hypoglosse
ADGA286,2025-01-09,Ablation ou changement d'une ‚lectrode de stimulation du nerf hypoglosse
DAQL213,2025-01-09,"Tomoscintigraphie de perfusion myocardique par ‚mission de positons au repos et avec ‚preuve pharmacologique, avec analyse quantitative de la r‚serve de flux myocardique"
AGQP005,2025-01-09,"Surveillance perop‚ratoire des potentiels ‚voqu‚s moteurs, sensoriels ou somesth‚siques pendant 2 … 4 heures"
ADGA724,2025-01-09,Ablation d'un systŠme de stimulation du nerf hypoglosse
ADLA187,2025-01-09,Implantation d'un systŠme de stimulation du nerf hypoglosse
AGQP006,2025-01-09,"Surveillance perop‚ratoire des potentiels ‚voqu‚s moteurs, sensoriels ou somesth‚siques, pendant moins de 2 heures"
DAQL437,2025-01-09,"Tomoscintigraphie de perfusion myocardique par ‚mission de positons avec ‚preuve pharmacologique, sans analyse quantitative du d‚bit de perfusion myocardique"
DAQL384,2025-01-09,"Tomoscintigraphie de perfusion myocardique par ‚mission de positons au repos, sans analyse quantitative du d‚bit de perfusion myocardique"
DAQL214,2025-01-09,"Tomoscintigraphie de perfusion myocardique par ‚mission de positons au repos, avec analyse quantitative du d‚bit de perfusion myocardique"
DAQL479,2025-01-09,"Tomoscintigraphie de perfusion myocardique par ‚mission de positons avec ‚preuve pharmacologique, avec analyse quantitative du d‚bit de perfusion myocardique"
DGLF332,2025-01-09,Pose d'endoprothŠse fenˆtr‚e ou multibranche dans l'aorte thoracique ascendante et l'aorte horizontale par voie art‚rielle transcutan‚e
DAQL743,2025-01-09,"Tomoscintigraphie de perfusion myocardique par ‚mission de positons au repos et avec ‚preuve pharmacologique, sans analyse quantitative de la r‚serve de flux myocardique"
DGLF756,2025-01-09,Pose d'endoprothŠse fenˆtr‚e ou multibranche dans la partie distale de l'aorte thoracique horizontale par voie art‚rielle transcutan‚e
YYYY125,2025-01-09,Guidage remnographique
YYYY189,2025-01-09,R‚alisation d'un acte d' ‚lectro‚nc‚phalographie au cours d'une intervention de chirurgie endo thoracique ou de neurochirurgie
AAJA001,2024-11-04,"vacuation de collection intrac‚r‚brale, par craniotomie"
AAJA005,2024-11-04,"vacuation de collection intracrƒnienne postop‚ratoire, par reprise de la craniotomie pr‚c‚dente"
AAMP173,2024-11-04,R‚glage secondaire de plusieurs paramŠtres de systŠme de stimulation c‚r‚brale profonde
AAKA001,2024-11-04,Changement d'un g‚n‚rateur souscutan‚ de stimulation c‚r‚brale
AALF002,2024-11-04,"Perfusion perop‚ratoire de protection du parenchyme enc‚phalique, au cours d'une intervention avec CEC"
AAJH002,2024-11-04,"vacuation d'h‚matome intrac‚r‚bral non traumatique, par voie transcrƒnienne avec guidage scanographique"
AALA004,2024-11-04,Implantation souscutan‚e d'un g‚n‚rateur de stimulation c‚r‚brale
AAJH003,2024-11-04,"vacuation de collection intrac‚r‚brale, par voie transcrƒnienne avec guidage radiologique"
AALA002,2024-11-04,"Implantation d'‚lectrode subdurale pour enregistrement ‚lectrocorticographique, par craniotomie"
AAJH004,2024-11-04,"vacuation d'h‚matome intrac‚r‚bral non traumatique, par voie transcrƒnienne avec guidage radiologique"
AAGB001,2024-11-04,Ablation d'‚lectrode intrac‚r‚brale
AAGA900,2024-11-04,"Ablation d'‚lectrode corticale c‚r‚brale, par craniotomie"
AAFA008,2024-11-04,"R‚section de parenchyme c‚r‚belleux pour infarctus expansif, par craniotomie"
AAJH001,2024-11-04,"vacuation de collection intrac‚r‚brale, par voie transcrƒnienne avec guidage scanographique"
AAJA002,2024-11-04,"vacuation d'h‚matome intrac‚r‚bral traumatique [contusion], par craniotomie"
AAFA004,2024-11-04,"H‚misph‚rectomie fonctionnelle, par craniotomie"
AAFA001,2024-11-04,"Ex‚rŠse de tumeur intraparenchymateuse du cervelet, par craniotomie"
AAJA006,2024-11-04,Parage de plaie cranioc‚r‚brale
AAFA007,2024-11-04,"Excision d'une zone ‚pileptogŠne, par craniotomie"
AAFA002,2024-11-04,"Ex‚rŠse de tumeur intraparenchymateuse du cerveau, par craniotomie"
AAJA003,2024-11-04,"vacuation d'h‚matome intrac‚r‚belleux, par craniotomie"
AAFA006,2024-11-04,"R‚section de parenchyme c‚r‚bral pour infarctus expansif, par craniotomie"
AAJA004,2024-11-04,"vacuation d'h‚matome intrac‚r‚bral non traumatique, par craniotomie"
AAFA003,2024-11-04,"Ex‚rŠse de l‚sion du tronc c‚r‚bral, par craniotomie"
AAFA005,2024-11-04,"Ex‚rŠse de l‚sion du corps calleux, du fornix hypothalamique ou du septum pellucide, par craniotomie"
AAQN903,2024-11-04,Spectroscopie par r‚sonance magn‚tique c‚r‚brale du phosphore
AAQP002,2024-11-04,"Electroenc‚phalographie continue ambulatoire sur 8 d‚rivations ou plus, pendant au moins 24 heures [Holter EEG]"
AAPA900,2024-11-04,"D‚connexion d'une zone ‚pileptogŠne, par craniotomie"
AAQN901,2024-11-04,Remnographie [IRM] fonctionnelle du cerveau pour ‚tude des fonctions phasiques
AAQM002,2024-11-04,chographie transfontanellaire de l'enc‚phale
AAQN900,2024-11-04,Remnographie [IRM] fonctionnelle du cerveau pour ‚tude des fonctions visuelles
AAQP004,2024-11-04,"Surveillance ‚lectroenc‚phalographique perop‚ratoire sur au moins 8 d‚rivations, pendant moins de 4 heures"
AAMP387,2024-11-04,R‚glage secondaire d'un paramŠtre de systŠme de stimulation c‚r‚brale profonde
AAMP003,2024-11-04,R‚glage secondaire des paramŠtres de chaque plot de systŠme de stimulation c‚r‚brale profonde [cartographie]
AALB001,2024-11-04,"Implantation d'‚lectrode de stimulation intrac‚r‚brale … vis‚e th‚rapeutique, par voie st‚r‚otaxique"
AALB002,2024-11-04,"Implantation d'‚lectrode intrac‚r‚brale pour enregistrement ‚lectroenc‚phalographique, par voie st‚r‚otaxique"
AANB001,2024-11-04,"Destruction d'une cible intrac‚r‚brale … vis‚e fonctionnelle, par voie st‚r‚otaxique"
AALA900,2024-11-04,"Implantation d'‚lectrode de stimulation corticale c‚r‚brale … vis‚e th‚rapeutique, par craniotomie"
AAQN902,2024-11-04,Spectroscopie par r‚sonance magn‚tique c‚r‚brale protonique [Chemical shift imaging] [CSI]
AAQN002,2024-11-04,Spectroscopie par r‚sonance magn‚tique c‚r‚brale protonique localis‚e
AAQP007,2024-11-04,lectroenc‚phalographie sur 8 d‚rivations ou plus avec enregistrement d'une dur‚e minimale de 20 minutes sans num‚risation et sans enregistrement vid‚o
AAQP009,2024-11-04,Electroenc‚phalographie avec quantification sur 32 d‚rivations ou plus
AAQP008,2024-11-04,"Surveillance ‚lectroenc‚phalographique perop‚ratoire sur au moins 8 d‚rivations, pendant 4 heures ou plus"
AAQP006,2024-11-04,"Electroenc‚phalographie de longue dur‚e de 1 … 4 heures sur 8 d‚rivation ou plus, avec enregistrement vid‚o"
AAQP012,2024-11-04,"Surveillance ‚lectroenc‚phalographique continue avec enregistrement vid‚o, par 24 heures"
AAQP010,2024-11-04,"Electroenc‚phalographie de longue dur‚e de plus de 4 heures sur 8 d‚rivations ou plus, avec enregistrement vid‚o"
AAQP011,2024-11-04,"Electroenc‚phalographie sur 8 d‚rivations ou plus avec enregistrement d'une dur‚e minimale de 20 minutes, au lit du malade"
AAQP013,2024-11-04,"Surveillance ‚lectrocorticographique continue avec enregistrement vid‚o, par 24 heures"
HHMC001,2024-11-04,"R‚tablissement secondaire de la continuit‚ digestive aprŠs colectomie, par coelioscopie"
HHJE001,2024-11-04,"Exsufflation du c“lon, par endoscopie"
HHQD900,2024-11-04,lectromyographie pancolique
HHPC002,2024-11-04,"Colotomie … vis‚e th‚rapeutique, par coelioscopie"
HHGE002,2024-11-04,"Ablation de corps ‚tranger du c“lon et/ou du rectum, par endoscopie"
HHQD004,2024-11-04,lectromyographie du c“lon sigmo‹de
HHGE010,2024-11-04,"Ablation d'une endoprothŠse du c“lon, par coloscopie"
HHLE005,2024-11-04,"Pose d'une endoprothŠse du c“lon, par coloscopie"
HHQD445,2024-11-04,Exploration de la lumiŠre du c“lon par vid‚ocapsule ing‚r‚e [capsule colique]
HHQE001,2024-11-04,Coloscopie perop‚ratoire
HHLH001,2024-11-04,"Pose d'une endoprothŠse du c“lon, avec guidage radiologique"
HHQD001,2024-11-04,Manom‚trie du c“lon sigmo‹de
HHNE001,2024-11-04,"S‚ance de destruction de l‚sion du c“lon et/ou du rectum sans laser, par coloscopie totale"
HHQD901,2024-11-04,Manom‚trie pancolique
HHPC001,2024-11-04,"Colotomie exploratrice, par coelioscopie"
HHNE003,2024-11-04,"S‚ance de destruction de l‚sion du c“lon et/ou du rectum avec laser, par rectosigmo‹doscopie ou par coloscopie partielle"
HHMA002,2024-11-04,"R‚fection de stomie cutan‚e intestinale, par laparotomie"
HHNE002,2024-11-04,"S‚ance de destruction de l‚sion du c“lon et/ou du rectum avec laser, par coloscopie totale"
HHMA003,2024-11-04,"R‚tablissement secondaire de la continuit‚ digestive aprŠs colectomie, par laparotomie"
HHFE006,2024-11-04,"S‚ance de mucosectomie rectocolique, par endoscopie"
HHNE004,2024-11-04,"S‚ance de destruction de l‚sion du c“lon et/ou du rectum sans laser, par rectosigmo‹doscopie ou par coloscopie partielle"
HHMC005,2024-11-04,"R‚fection de stomie cutan‚e intestinale, par coelioscopie"
HHPA001,2024-11-04,"Colotomie … vis‚e th‚rapeutique, par laparotomie"
HHPA002,2024-11-04,"Colotomie exploratrice, par laparotomie"
HHQE002,2024-11-04,Coloscopie totale avec franchissement de l'orifice il‚ocolique
HHFA023,2024-11-04,"Colectomie transverse, par coelioscopie ou par laparotomie avec pr‚paration par coelioscopi"
HHFA028,2024-11-04,"Coloproctectomie totale avec anastomose il‚oanale, par coelioscopie ou par laparotomie avec pr‚paration par coelioscopi"
HHQE003,2024-11-04,"Exploration complŠte du c“lon aprŠs colectomie droite, par endoscopie"
HHQE005,2024-11-04,"Coloscopie totale avec visualisation du bas-fond caecal, sans franchissement de l'orifice il‚ocolique"
HHQX005,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse endoscopique de 1 ou 2 l‚sions du c“lon et/ou du rectum
HHQE004,2024-11-04,Coloscopie partielle au-del… du c“lon sigmo‹de
HHFA024,2024-11-04,"Colectomie gauche avec lib‚ration de l'angle colique gauche, sans r‚tablissement de la continuit‚, par laparotomi"
HHQJ002,2024-11-04,choendoscopie colique sans biopsie
HHQX004,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse endoscopique de 3 … 5 l‚sions du c“lon et/ou du rectum
HHQH001,2024-11-04,Radiographie du c“lon avec opacification par produit de contraste
HHFE004,2024-11-04,"Ex‚rŠse d'un polype de plus de 1cm de diamŠtre ou de 4 polypes ou plus du c“lon et/ou du rectum, par coloscopie totale"
HHFE005,2024-11-04,"Ex‚rŠse d'un polype de plus de 1cm de diamŠtre ou de 4 polypes ou plus du c“lon et/ou du rectum, par rectosigmo‹doscopie ou par coloscopie partielle"
EZNH001,2024-11-04,"Scl‚rose d'une l‚sion vasculaire ost‚oarticulaire d'un membre, par injection transcutan‚e intral‚sionnelle d'agent pharmacologique avec guidage scanographique"
EZNH002,2024-11-04,"Scl‚rose d'une l‚sion vasculaire ost‚oarticulaire d'un membre, par injection transcutan‚e intral‚sionnelle d'agent pharmacologique avec guidage radiologique"
EZPA001,2024-11-04,"D‚sobstruction d'un accŠs vasculaire art‚rioveineux, par abord direct"
EZPF003,2024-11-04,"D‚sobstruction m‚canique d'un accŠs vasculaire art‚rioveineux avec dilatation intraluminale et pose d'endoprothŠse, par voie vasculaire transcutan‚e"
EZPF004,2024-11-04,"D‚sobstruction m‚canique d'un accŠs vasculaire art‚rioveineux avec dilatation intraluminale sans pose d'endoprothŠse, par voie vasculaire transcutan‚e"
EZPP002,2024-11-04,D‚sobstruction locale d'un dispositif de d‚rivation art‚rioveineuse des membres
EZQA001,2024-11-04,"Exploration d'un axe vasculonerveux des membres ou du cou, par abord direct"
EZQH002,2024-11-04,"Angiographie d'un accŠs vasculaire art‚rioveineux d'un membre, par voie vasculaire transcutan‚e"
EZQH003,2024-11-04,"Angiographie d'un accŠs vasculaire art‚rioveineux d'un membre, par injection intravasculaire transcutan‚e"
EZQH004,2024-11-04,Angiographie perop‚ratoire
EZQJ900,2024-11-04,"Restitution tridimensionnelle informatis‚e, au cours d'une ‚chographie-doppler des vaisseaux p‚riph‚riques"
EZQL001,2024-11-04,Phl‚bographie radio-isotopique des membres
EZQL002,2024-11-04,Mesure de la perm‚abilit‚ capillaire par m‚thode radio-isotopique
EZQM001,2024-11-04,chographie-doppler d'une fistule art‚rioveineuse pour circulation extracorporelle
EZQM002,2024-11-04,chographie-doppler pour rep‚rage pr‚op‚ratoire de p‚dicule vasculaire d'un lambeau de r‚paration
EZSA001,2024-11-04,"Fermeture d'un accŠs vasculaire art‚rioveineux, par abord direct"
EZSA002,2024-11-04,"H‚mostase d'un accŠs vasculaire art‚rioveineux, par abord direct"
EZSA003,2024-11-04,"Fermeture d'un faux an‚vrisme d'un accŠs vasculaire art‚rioveineux avec reconstruction des axes vasculaires, par abord direct"
EZSA004,2024-11-04,"H‚mostase secondaire … un acte sur les vaisseaux des membres, par abord direct"
HHFE002,2024-11-04,"Ex‚rŠse de 1 … 3 polypes de moins de 1cm de diamŠtre du c“lon et/ou du rectum, par coloscopie totale"
HHFC001,2024-11-04,"Ex‚rŠse de polype du c“lon par coloscopie, avec contr“le coelioscopique"
HHFA029,2024-11-04,"Coloproctectomie totale sans r‚tablissement de la continuit‚, par coelioscopie ou par laparotomie avec pr‚paration par coelioscopi"
HHFE001,2024-11-04,"Ex‚rŠse de 1 … 3 polypes de moins de 1cm de diamŠtre du c“lon et/ou du rectum, par rectosigmo‹doscopie ou par coloscopie partielle"
HHFC296,2024-11-04,"Colectomie droite sans r‚tablissement de la continuit‚, par coelioscopie"
HHFA030,2024-11-04,"Coloproctectomie totale sans r‚tablissement de la continuit‚, par laparotomi"
HHFA031,2024-11-04,"Coloproctectomie totale avec anastomose il‚oanale, par laparotomi"
HHFA032,2024-11-04,"Kystectomie ovarienne, par abord vaginal au cours d'une intervention par abord vaginal"
HHFC040,2024-11-04,"Colectomie gauche sans lib‚ration de l'angle colique gauche, sans r‚tablissement de la continuit‚, par coelioscopie"
DELF001,2024-11-04,"Implantation souscutan‚e d'un stimulateur cardiaque d‚finitif, avec pose d'une sonde intraatriale ou intraventriculaire droite, et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutan‚e"
DELF005,2024-11-04,"Implantation souscutan‚e d'un stimulateur cardiaque d‚finitif, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites par voie veineuse transcutan‚e"
